"Time (ms)","Recording (a.u.)"
1.223379673E2,6.765635684E-3
1.223588015E2,3.183929482E-3
1.223796356E2,-6.661599036E-5
1.224004697E2,-2.942034509E-3
1.224213038E2,-5.879476201E-3
1.224421380E2,-8.935065940E-3
1.224629721E2,-1.159413531E-2
1.224838062E2,-1.376495976E-2
1.225046403E2,-1.566207595E-2
1.225254744E2,-1.723059639E-2
1.225463086E2,-1.827432588E-2
1.225671427E2,-1.871626079E-2
1.225879768E2,-1.860228926E-2
1.226088109E2,-1.786549017E-2
1.226296451E2,-1.643488184E-2
1.226504792E2,-1.451933011E-2
1.226713133E2,-1.232724451E-2
1.226921474E2,-9.873369709E-3
1.227129816E2,-7.149889134E-3
1.227338157E2,-4.215352703E-3
1.227546498E2,-1.197749516E-3
1.227754839E2,1.893965062E-3
1.227963180E2,4.826697521E-3
1.228171522E2,7.189857773E-3
1.228379863E2,9.265170433E-3
1.228588204E2,1.156704687E-2
1.228796545E2,1.401146874E-2
1.229004887E2,1.612237282E-2
1.229213228E2,1.761136949E-2
1.229421569E2,1.853241026E-2
1.229629910E2,1.888663322E-2
1.229838251E2,1.871357113E-2
1.230046593E2,1.807403192E-2
1.230254934E2,1.689665392E-2
1.230463275E2,1.530138869E-2
1.230671616E2,1.341250725E-2
1.230879958E2,1.111308485E-2
1.231088299E2,8.332161233E-3
1.231296640E2,5.201341584E-3
1.231504981E2,1.937165274E-3
1.231713322E2,-1.234678086E-3
1.231921664E2,-4.374343436E-3
1.232130005E2,-7.777532563E-3
1.232338346E2,-1.117609162E-2
1.232546687E2,-1.405571960E-2
1.232755029E2,-1.638194174E-2
1.232963370E2,-1.824477129E-2
1.233171711E2,-1.981363073E-2
1.233380052E2,-2.129625529E-2
1.233588393E2,-2.260181308E-2
1.233796735E2,-2.331290022E-2
1.234005076E2,-2.309206501E-2
1.234213417E2,-2.227473818E-2
1.234421758E2,-2.138364501E-2
1.234630100E2,-2.042556182E-2
1.234838441E2,-1.911543496E-2
1.235046782E2,-1.731337607E-2
1.235255123E2,-1.521009952E-2
1.235463465E2,-1.295258291E-2
1.235671806E2,-1.033512969E-2
1.235880147E2,-7.361100055E-3
1.236088488E2,-4.549480975E-3
1.236296829E2,-2.063247608E-3
1.236505171E2,4.819551250E-4
1.236713512E2,3.126818687E-3
1.236921853E2,5.322925746E-3
1.237130194E2,6.558019668E-3
1.237338536E2,7.110708859E-3
1.237546877E2,7.659289986E-3
1.237755218E2,8.324142545E-3
1.237963559E2,8.732075803E-3
1.238171900E2,8.594073355E-3
1.238380242E2,8.041424677E-3
1.238588583E2,7.222580723E-3
1.238796924E2,6.018431857E-3
1.239005265E2,4.568328150E-3
1.239213607E2,3.094111104E-3
1.239421948E2,1.447447343E-3
1.239630289E2,-5.472604535E-4
1.239838630E2,-2.883462468E-3
1.240046971E2,-5.399991293E-3
1.240255313E2,-7.757187821E-3
1.240463654E2,-9.661816061E-3
1.240671995E2,-1.114605740E-2
1.240880336E2,-1.249621436E-2
1.241088678E2,-1.384788007E-2
1.241297019E2,-1.515607908E-2
1.241505360E2,-1.621045172E-2
1.241713701E2,-1.672980562E-2
1.241922043E2,-1.692932472E-2
1.242130384E2,-1.708137244E-2
1.242338725E2,-1.686247438E-2
1.242547066E2,-1.599010825E-2
1.242755407E2,-1.476985030E-2
1.242963749E2,-1.335045230E-2
1.243172090E2,-1.112233102E-2
1.243380431E2,-7.939843461E-3
1.243588772E2,-4.638523795E-3
1.243797114E2,-1.815222087E-3
1.244005455E2,8.271855186E-4
1.244213796E2,3.956937231E-3
1.244422137E2,7.410010323E-3
1.244630478E2,1.038326509E-2
1.244838820E2,1.256114990E-2
1.245047161E2,1.417375356E-2
1.245255502E2,1.558726002E-2
1.245463843E2,1.677635685E-2
1.245672185E2,1.742598414E-2
1.245880526E2,1.725202985E-2
1.246088867E2,1.616648957E-2
1.246297208E2,1.439044531E-2
1.246505549E2,1.204258204E-2
1.246713891E2,9.225167334E-3
1.246922232E2,6.174746901E-3
1.247130573E2,2.930316376E-3
1.247338914E2,-5.763329100E-4
1.247547256E2,-4.039985593E-3
1.247755597E2,-7.009098306E-3
1.247963938E2,-9.654382244E-3
1.248172279E2,-1.234264951E-2
1.248380620E2,-1.490415260E-2
1.248588962E2,-1.705989614E-2
1.248797303E2,-1.872573048E-2
1.249005644E2,-1.975733973E-2
1.249213985E2,-2.008375525E-2
1.249422327E2,-1.986988075E-2
1.249630668E2,-1.924897917E-2
1.249839009E2,-1.804566383E-2
1.250047350E2,-1.601903886E-2
1.250255692E2,-1.341822837E-2
1.250464033E2,-1.072187349E-2
1.250672374E2,-8.062299341E-3
1.250880715E2,-5.154761020E-3
1.251089056E2,-1.809724141E-3
1.251297398E2,1.563573023E-3
1.251505739E2,4.638855346E-3
1.251714080E2,7.426777855E-3
1.251922421E2,9.927739389E-3
1.252130763E2,1.224443689E-2
1.252339104E2,1.429678593E-2
1.252547445E2,1.591459848E-2
1.252755786E2,1.709765196E-2
1.252964127E2,1.786934957E-2
1.253172469E2,1.821896061E-2
1.253380810E2,1.807510853E-2
1.253589151E2,1.764120162E-2
1.253797492E2,1.709477045E-2
1.254005834E2,1.613253355E-2
1.254214175E2,1.470465213E-2
1.254422516E2,1.305233873E-2
1.254630857E2,1.105036121E-2
1.254839198E2,8.506453596E-3
1.255047540E2,5.522006191E-3
1.255255881E2,2.428462729E-3
1.255464222E2,-3.757718951E-4
1.255672563E2,-2.890304662E-3
1.255880905E2,-5.315131973E-3
1.256089246E2,-7.599764504E-3
1.256297587E2,-9.706784040E-3
1.256505928E2,-1.158559602E-2
1.256714269E2,-1.314305235E-2
1.256922611E2,-1.437813044E-2
1.257130952E2,-1.545628253E-2
1.257339293E2,-1.670080610E-2
1.257547634E2,-1.787062362E-2
1.257755976E2,-1.815846935E-2
1.257964317E2,-1.734781452E-2
1.258172658E2,-1.619490795E-2
1.258380999E2,-1.547417417E-2
1.258589341E2,-1.498972159E-2
1.258797682E2,-1.385238953E-2
1.259006023E2,-1.176021155E-2
1.259214364E2,-9.427039884E-3
1.259422705E2,-7.271904033E-3
1.259631047E2,-5.048892461E-3
1.259839388E2,-2.845205367E-3
1.260047729E2,-8.304071380E-4
1.260256070E2,1.252110931E-3
1.260464412E2,3.489403520E-3
1.260672753E2,5.421612412E-3
1.260881094E2,6.730268709E-3
1.261089435E2,7.764379494E-3
1.261297776E2,8.933420293E-3
1.261506118E2,9.976213798E-3
1.261714459E2,1.041029766E-2
1.261922800E2,1.035416685E-2
1.262131141E2,1.025650743E-2
1.262339483E2,1.018829085E-2
1.262547824E2,9.650322609E-3
1.262756165E2,8.417483419E-3
1.262964506E2,6.935018115E-3
1.263172847E2,5.459247157E-3
1.263381189E2,3.993879072E-3
1.263589530E2,2.438541735E-3
1.263797871E2,6.248741411E-4
1.264006212E2,-1.449949574E-3
1.264214554E2,-3.621177515E-3
1.264422895E2,-5.433063023E-3
1.264631236E2,-6.658634171E-3
1.264839577E2,-7.705605589E-3
1.265047918E2,-9.071545675E-3
1.265256260E2,-1.064761262E-2
1.265464601E2,-1.178851537E-2
1.265672942E2,-1.225898135E-2
1.265881283E2,-1.249398850E-2
1.266089625E2,-1.259300113E-2
1.266297966E2,-1.205054950E-2
1.266506307E2,-1.078532636E-2
1.266714648E2,-9.149474092E-3
1.266922990E2,-7.177850232E-3
1.267131331E2,-4.577863496E-3
1.267339672E2,-1.417470397E-3
1.267548013E2,1.683919574E-3
1.267756354E2,4.586092662E-3
1.267964696E2,7.666798308E-3
1.268173037E2,1.095109433E-2
1.268381378E2,1.396067627E-2
1.268589719E2,1.619333960E-2
1.268798061E2,1.771966740E-2
1.269006402E2,1.882512495E-2
1.269214743E2,1.957456395E-2
1.269423084E2,1.984021254E-2
1.269631425E2,1.931842044E-2
1.269839767E2,1.791029796E-2
1.270048108E2,1.584660448E-2
1.270256449E2,1.337547228E-2
1.270464790E2,1.055756025E-2
1.270673132E2,7.395196240E-3
1.270881473E2,4.011044744E-3
1.271089814E2,4.661966814E-4
1.271298155E2,-3.102379153E-3
1.271506496E2,-6.271892227E-3
1.271714838E2,-8.815925568E-3
1.271923179E2,-1.103235409E-2
1.272131520E2,-1.334514003E-2
1.272339861E2,-1.569590718E-2
1.272548203E2,-1.764820144E-2
1.272756544E2,-1.889105327E-2
1.272964885E2,-1.927350089E-2
1.273173226E2,-1.892492920E-2
1.273381567E2,-1.803655550E-2
1.273589909E2,-1.646448113E-2
1.273798250E2,-1.401293185E-2
1.274006591E2,-1.086405106E-2
1.274214932E2,-7.626129314E-3
1.274423274E2,-4.592223559E-3
1.274631615E2,-1.430684468E-3
1.274839956E2,2.162295394E-3
1.275048297E2,5.969347432E-3
1.275256639E2,9.552384727E-3
1.275464980E2,1.292784698E-2
1.275673321E2,1.620797068E-2
1.275881662E2,1.920326427E-2
1.276090003E2,2.178545296E-2
1.276298345E2,2.394536883E-2
1.276506686E2,2.551300637E-2
1.276715027E2,2.623183094E-2
1.276923368E2,2.625595778E-2
1.277131710E2,2.596933395E-2
1.277340051E2,2.540985495E-2
1.277548392E2,2.425095439E-2
1.277756733E2,2.220112085E-2
1.277965074E2,1.946918294E-2
1.278173416E2,1.649603434E-2
1.278381757E2,1.331857685E-2
1.278590098E2,9.653773159E-3
1.278798439E2,5.539478268E-3
1.279006781E2,1.572269481E-3
1.279215122E2,-1.766314497E-3
1.279423463E2,-4.591149278E-3
1.279631804E2,-7.134106476E-3
1.279840145E2,-9.397270158E-3
1.280048487E2,-1.129132137E-2
1.280256828E2,-1.264632586E-2
1.280465169E2,-1.347506791E-2
1.280673510E2,-1.390805561E-2
1.280881852E2,-1.398715843E-2
1.281090193E2,-1.390114985E-2
1.281298534E2,-1.360303815E-2
1.281506875E2,-1.281611621E-2
1.281715216E2,-1.142375916E-2
1.281923558E2,-9.559702128E-3
1.282131899E2,-7.657035254E-3
1.282340240E2,-5.852104165E-3
1.282548581E2,-3.952141851E-3
1.282756923E2,-1.918694237E-3
1.282965264E2,1.709022326E-4
1.283173605E2,2.255159197E-3
1.283381946E2,4.290661309E-3
1.283590288E2,6.101197563E-3
1.283798629E2,7.632902823E-3
1.284006970E2,9.257223457E-3
1.284215311E2,1.126360986E-2
1.284423652E2,1.315106545E-2
1.284631994E2,1.410076302E-2
1.284840335E2,1.420756988E-2
1.285048676E2,1.424353290E-2
1.285257017E2,1.453357935E-2
1.285465359E2,1.475806441E-2
1.285673700E2,1.452167984E-2
1.285882041E2,1.397801284E-2
1.286090382E2,1.353320666E-2
1.286298723E2,1.315339841E-2
1.286507065E2,1.240606047E-2
1.286715406E2,1.110234763E-2
1.286923747E2,9.654957801E-3
1.287132088E2,8.422233164E-3
1.287340430E2,7.197628729E-3
1.287548771E2,5.668739788E-3
1.287757112E2,3.901400371E-3
1.287965453E2,2.134088194E-3
1.288173794E2,5.982329603E-4
1.288382136E2,-5.401776871E-4
1.288590477E2,-1.575443428E-3
1.288798818E2,-2.925877459E-3
1.289007159E2,-4.453490488E-3
1.289215501E2,-5.584974308E-3
1.289423842E2,-6.205942482E-3
1.289632183E2,-6.696249358E-3
1.289840524E2,-6.897712126E-3
1.290048865E2,-6.303914357E-3
1.290257207E2,-4.908111412E-3
1.290465548E2,-3.239394166E-3
1.290673889E2,-1.462026499E-3
1.290882230E2,8.356756880E-4
1.291090572E2,3.659748705E-3
1.291298913E2,6.481133401E-3
1.291507254E2,8.817583323E-3
1.291715595E2,1.083543897E-2
1.291923937E2,1.315848902E-2
1.292132278E2,1.584123820E-2
1.292340619E2,1.807658374E-2
1.292548960E2,1.909831353E-2
1.292757301E2,1.920113713E-2
1.292965643E2,1.917340234E-2
1.293173984E2,1.898068935E-2
1.293382325E2,1.783932745E-2
1.293590666E2,1.552277617E-2
1.293799008E2,1.277021132E-2
1.294007349E2,1.018575206E-2
1.294215690E2,7.554571144E-3
1.294424031E2,4.374742974E-3
1.294632372E2,6.604556693E-4
1.294840714E2,-3.113484010E-3
1.295049055E2,-6.638358813E-3
1.295257396E2,-9.898886085E-3
1.295465737E2,-1.304519176E-2
1.295674079E2,-1.616356149E-2
1.295882420E2,-1.898789033E-2
1.296090761E2,-2.109536342E-2
1.296299102E2,-2.241629362E-2
1.296507443E2,-2.315807715E-2
1.296715785E2,-2.321816050E-2
1.296924126E2,-2.250426635E-2
1.297132467E2,-2.133909799E-2
1.297340808E2,-1.989372447E-2
1.297549150E2,-1.796007901E-2
1.297757491E2,-1.532819122E-2
1.297965832E2,-1.214567386E-2
1.298174173E2,-8.649250492E-3
1.298382514E2,-4.969838075E-3
1.298590856E2,-1.342114992E-3
1.298799197E2,2.236210508E-3
1.299007538E2,5.883642938E-3
1.299215879E2,9.466653690E-3
1.299424221E2,1.279540733E-2
1.299632562E2,1.567509584E-2
1.299840903E2,1.794997603E-2
1.300049244E2,1.966622472E-2
1.300257586E2,2.104027569E-2
1.300465927E2,2.201696113E-2
1.300674268E2,2.233023010E-2
1.300882609E2,2.204334922E-2
1.301090950E2,2.134554461E-2
1.301299292E2,2.014777809E-2
1.301507633E2,1.805163547E-2
1.301715974E2,1.488042623E-2
1.301924315E2,1.107644290E-2
1.302132657E2,7.242688909E-3
1.302340998E2,3.539728001E-3
1.302549339E2,-2.858039225E-4
1.302757680E2,-4.154847935E-3
1.302966021E2,-7.669327781E-3
1.303174363E2,-1.071415655E-2
1.303382704E2,-1.331194863E-2
1.303591045E2,-1.557411440E-2
1.303799386E2,-1.771692559E-2
1.304007728E2,-1.963116229E-2
1.304216069E2,-2.089047432E-2
1.304424410E2,-2.131091058E-2
1.304632751E2,-2.122522146E-2
1.304841092E2,-2.092767134E-2
1.305049434E2,-2.022932097E-2
1.305257775E2,-1.889465004E-2
1.305466116E2,-1.696684957E-2
1.305674457E2,-1.472317241E-2
1.305882799E2,-1.236128900E-2
1.306091140E2,-9.815173224E-3
1.306299481E2,-7.219920866E-3
1.306507822E2,-4.888795316E-3
1.306716163E2,-2.821096219E-3
1.306924505E2,-6.900007138E-4
1.307132846E2,1.770720468E-3
1.307341187E2,4.161353689E-3
1.307549528E2,5.883793812E-3
1.307757870E2,7.223021239E-3
1.307966211E2,8.773997426E-3
1.308174552E2,1.034525130E-2
1.308382893E2,1.113741286E-2
1.308591235E2,1.094129495E-2
1.308799576E2,1.049565896E-2
1.309007917E2,1.039310824E-2
1.309216258E2,1.044231933E-2
1.309424599E2,1.009729598E-2
1.309632941E2,9.268103167E-3
1.309841282E2,8.427775465E-3
1.310049623E2,7.910752669E-3
1.310257964E2,7.454766892E-3
1.310466306E2,6.519434508E-3
1.310674647E2,5.171970464E-3
1.310882988E2,3.980596550E-3
1.311091329E2,3.127745818E-3
1.311299670E2,2.420615405E-3
1.311508012E2,1.745667774E-3
1.311716353E2,1.167842653E-3
1.311924694E2,7.908319822E-4
1.312133035E2,5.488764145E-4
1.312341377E2,1.251762733E-4
1.312549718E2,-7.107872516E-4
1.312758059E2,-1.692114514E-3
1.312966400E2,-2.171368571E-3
1.313174741E2,-1.869616564E-3
1.313383083E2,-1.241361024E-3
1.313591424E2,-5.726435920E-4
1.313799765E2,5.171868252E-4
1.314008106E2,2.301975852E-3
1.314216448E2,4.341356922E-3
1.314424789E2,6.162199192E-3
1.314633130E2,7.983086631E-3
1.314841471E2,9.934937581E-3
1.315049812E2,1.166457497E-2
1.315258154E2,1.295708120E-2
1.315466495E2,1.407280937E-2
1.315674836E2,1.531174872E-2
1.315883177E2,1.656626165E-2
1.316091519E2,1.755912602E-2
1.316299860E2,1.791001856E-2
1.316508201E2,1.761199906E-2
1.316716542E2,1.700225472E-2
1.316924884E2,1.600829326E-2
1.317133225E2,1.437961683E-2
1.317341566E2,1.207678579E-2
1.317549907E2,9.454263374E-3
1.317758248E2,6.840450689E-3
1.317966590E2,4.218614660E-3
1.318174931E2,1.595347887E-3
1.318383272E2,-1.054571476E-3
1.318591613E2,-3.750248346E-3
1.318799955E2,-6.411704235E-3
1.319008296E2,-8.958673105E-3
1.319216637E2,-1.132269669E-2
1.319424978E2,-1.347026881E-2
1.319633319E2,-1.537976414E-2
1.319841661E2,-1.699403860E-2
1.320050002E2,-1.821370795E-2
1.320258343E2,-1.892284676E-2
1.320466684E2,-1.895815320E-2
1.320675026E2,-1.823411137E-2
1.320883367E2,-1.698230952E-2
1.321091708E2,-1.558682695E-2
1.321300049E2,-1.401320659E-2
1.321508390E2,-1.196869742E-2
1.321716732E2,-9.440479800E-3
1.321925073E2,-6.538983434E-3
1.322133414E2,-3.472549375E-3
1.322341755E2,-4.423460923E-4
1.322550097E2,2.571556717E-3
1.322758438E2,5.686839111E-3
1.322966779E2,8.980287239E-3
1.323175120E2,1.218707301E-2
1.323383461E2,1.495713554E-2
1.323591803E2,1.712911762E-2
1.323800144E2,1.874139532E-2
1.324008485E2,2.011485212E-2
1.324216826E2,2.129596658E-2
1.324425168E2,2.194597945E-2
1.324633509E2,2.171111479E-2
1.324841850E2,2.057104185E-2
1.325050191E2,1.884330064E-2
1.325258533E2,1.659202948E-2
1.325466874E2,1.371306926E-2
1.325675215E2,1.030765660E-2
1.325883556E2,6.605060771E-3
1.326091897E2,2.733089030E-3
1.326300239E2,-1.209476264E-3
1.326508580E2,-4.983372521E-3
1.326716921E2,-8.422630839E-3
1.326925262E2,-1.150320843E-2
1.327133604E2,-1.434395276E-2
1.327341945E2,-1.708603464E-2
1.327550286E2,-1.967303082E-2
1.327758627E2,-2.190486155E-2
1.327966968E2,-2.344217710E-2
1.328175310E2,-2.411475778E-2
1.328383651E2,-2.412181720E-2
1.328591992E2,-2.356112748E-2
1.328800333E2,-2.241005935E-2
1.329008675E2,-2.077473141E-2
1.329217016E2,-1.887304708E-2
1.329425357E2,-1.679644361E-2
1.329633698E2,-1.435631327E-2
1.329842039E2,-1.162442472E-2
1.330050381E2,-8.974755183E-3
1.330258722E2,-6.625891197E-3
1.330467063E2,-4.538469017E-3
1.330675404E2,-2.372669056E-3
1.330883746E2,7.736298721E-5
1.331092087E2,2.541138092E-3
1.331300428E2,4.533610772E-3
1.331508769E2,5.871132482E-3
1.331717110E2,6.868457887E-3
1.331925452E2,7.641256787E-3
1.332133793E2,7.860932499E-3
1.332342134E2,7.386359852E-3
1.332550475E2,6.472606212E-3
1.332758817E2,5.395835266E-3
1.332967158E2,4.211833701E-3
1.333175499E2,2.963567851E-3
1.333383840E2,1.838756492E-3
1.333592182E2,9.143949719E-4
1.333800523E2,3.653121530E-5
1.334008864E2,-1.008402789E-3
1.334217205E2,-2.406013897E-3
1.334425546E2,-4.061704036E-3
1.334633888E2,-5.633892957E-3
1.334842229E2,-6.938284263E-3
1.335050570E2,-8.004961535E-3
1.335258911E2,-8.764779195E-3
1.335467253E2,-9.004244581E-3
1.335675594E2,-8.978046477E-3
1.335883935E2,-9.176556952E-3
1.336092276E2,-9.617757052E-3
1.336300617E2,-1.001810934E-2
1.336508959E2,-1.014107186E-2
1.336717300E2,-9.859326296E-3
1.336925641E2,-8.976196870E-3
1.337133982E2,-7.595026866E-3
1.337342324E2,-6.095270626E-3
1.337550665E2,-4.417857155E-3
1.337759006E2,-2.333990298E-3
1.337967347E2,-1.778593287E-5
1.338175688E2,2.131467219E-3
1.338384030E2,4.153919872E-3
1.338592371E2,6.162841804E-3
1.338800712E2,7.713532541E-3
1.339009053E2,8.603835478E-3
1.339217395E2,9.200697765E-3
1.339425736E2,9.797010571E-3
1.339634077E2,1.016359404E-2
1.339842418E2,9.906854481E-3
1.340050759E2,9.137749672E-3
1.340259101E2,8.107292466E-3
1.340467442E2,6.814582273E-3
1.340675783E2,5.215616897E-3
1.340884124E2,3.177941311E-3
1.341092466E2,5.225703353E-4
1.341300807E2,-2.583765192E-3
1.341509148E2,-5.700947717E-3
1.341717489E2,-8.614216000E-3
1.341925831E2,-1.127508841E-2
1.342134172E2,-1.350718737E-2
1.342342513E2,-1.528136805E-2
1.342550854E2,-1.703908294E-2
1.342759195E2,-1.905820705E-2
1.342967537E2,-2.096443996E-2
1.343175878E2,-2.225163206E-2
1.343384219E2,-2.276329882E-2
1.343592560E2,-2.284808829E-2
1.343800902E2,-2.276438102E-2
1.344009243E2,-2.232631855E-2
1.344217584E2,-2.141327783E-2
1.344425925E2,-2.001447044E-2
1.344634266E2,-1.833553612E-2
1.344842608E2,-1.664455794E-2
1.345050949E2,-1.482661813E-2
1.345259290E2,-1.263906993E-2
1.345467631E2,-9.971128777E-3
1.345675973E2,-7.033273578E-3
1.345884314E2,-4.210682586E-3
1.346092655E2,-1.632822677E-3
1.346300996E2,8.747413522E-4
1.346509337E2,3.516080091E-3
1.346717679E2,6.008172873E-3
1.346926020E2,7.867581211E-3
1.347134361E2,9.160019457E-3
1.347342702E2,1.032185834E-2
1.347551044E2,1.157782227E-2
1.347759385E2,1.267779991E-2
1.347967726E2,1.325574890E-2
1.348176067E2,1.325821877E-2
1.348384409E2,1.286725700E-2
1.348592750E2,1.213890687E-2
1.348801091E2,1.071533374E-2
1.349009432E2,8.422574960E-3
1.349217773E2,5.682519637E-3
1.349426115E2,2.812491497E-3
1.349634456E2,-1.258727862E-4
1.349842797E2,-3.033254994E-3
1.350051138E2,-5.756791681E-3
1.350259480E2,-8.128037676E-3
1.350467821E2,-1.024850830E-2
1.350676162E2,-1.224976871E-2
1.350884503E2,-1.402830426E-2
1.351092844E2,-1.558136940E-2
1.351301186E2,-1.696829498E-2
1.351509527E2,-1.813103259E-2
1.351717868E2,-1.882186532E-2
1.351926209E2,-1.891930401E-2
1.352134551E2,-1.873050630E-2
1.352342892E2,-1.839738339E-2
1.352551233E2,-1.769639924E-2
1.352759574E2,-1.647904143E-2
1.352967915E2,-1.477032341E-2
1.353176257E2,-1.275136136E-2
1.353384598E2,-1.072614174E-2
1.353592939E2,-8.831153624E-3
1.353801280E2,-6.954533048E-3
1.354009622E2,-5.096555687E-3
1.354217963E2,-3.338928334E-3
1.354426304E2,-1.537417993E-3
1.354634645E2,4.550578305E-4
1.354842986E2,2.396551194E-3
1.355051328E2,3.885506187E-3
1.355259669E2,4.931931384E-3
1.355468010E2,5.989187397E-3
1.355676351E2,7.144867443E-3
1.355884693E2,7.783790119E-3
1.356093034E2,7.644088939E-3
1.356301375E2,7.209455594E-3
1.356509716E2,6.839164533E-3
1.356718058E2,6.402007770E-3
1.356926399E2,5.803301465E-3
1.357134740E2,5.226230714E-3
1.357343081E2,4.622215405E-3
1.357551422E2,3.798182821E-3
1.357759764E2,2.654115204E-3
1.357968105E2,1.218469930E-3
1.358176446E2,-1.728817588E-4
1.358384787E2,-1.297929208E-3
1.358593129E2,-2.226706129E-3
1.358801470E2,-3.211090108E-3
1.359009811E2,-4.283176269E-3
1.359218152E2,-5.016549025E-3
1.359426493E2,-5.248241127E-3
1.359634835E2,-5.249146372E-3
1.359843176E2,-5.198713392E-3
1.360051517E2,-4.920831881E-3
1.360259858E2,-4.389734473E-3
1.360468200E2,-3.747290233E-3
1.360676541E2,-2.682749648E-3
1.360884882E2,-9.805328446E-4
1.361093223E2,1.000669086E-3
1.361301564E2,2.860622481E-3
1.361509906E2,4.719355144E-3
1.361718247E2,6.785468198E-3
1.361926588E2,8.841626346E-3
1.362134929E2,1.075328980E-2
1.362343271E2,1.252031326E-2
1.362551612E2,1.398472674E-2
1.362759953E2,1.490562223E-2
1.362968294E2,1.518634334E-2
1.363176635E2,1.499356516E-2
1.363384977E2,1.447932236E-2
1.363593318E2,1.363763213E-2
1.363801659E2,1.233876124E-2
1.364010000E2,1.049349830E-2
1.364218342E2,8.394196630E-3
1.364426683E2,6.528033875E-3
1.364635024E2,4.788835067E-3
1.364843365E2,2.549153054E-3
1.365051707E2,-3.268609289E-4
1.365260048E2,-3.246739507E-3
1.365468389E2,-5.721850321E-3
1.365676730E2,-7.963097654E-3
1.365885071E2,-1.020109095E-2
1.366093413E2,-1.222902443E-2
1.366301754E2,-1.394450478E-2
1.366510095E2,-1.541875303E-2
1.366718436E2,-1.665125228E-2
1.366926778E2,-1.748777181E-2
1.367135119E2,-1.769677177E-2
1.367343460E2,-1.721960120E-2
1.367551801E2,-1.625735685E-2
1.367760142E2,-1.515109465E-2
1.367968484E2,-1.400518231E-2
1.368176825E2,-1.261166111E-2
1.368385166E2,-1.093347184E-2
1.368593507E2,-9.183663875E-3
1.368801849E2,-7.361934520E-3
1.369010190E2,-5.175706930E-3
1.369218531E2,-2.451375592E-3
1.369426872E2,6.395509699E-4
1.369635213E2,3.632908454E-3
1.369843555E2,6.231926382E-3
1.370051896E2,8.538453840E-3
1.370260237E2,1.074007712E-2
1.370468578E2,1.286350656E-2
1.370676920E2,1.459767018E-2
1.370885261E2,1.566535234E-2
1.371093602E2,1.637008041E-2
1.371301943E2,1.711140200E-2
1.371510284E2,1.760808192E-2
1.371718626E2,1.729302481E-2
1.371926967E2,1.610461995E-2
1.372135308E2,1.447582804E-2
1.372343649E2,1.275328174E-2
1.372551991E2,1.076864079E-2
1.372760332E2,8.368222974E-3
1.372968673E2,5.772783421E-3
1.373177014E2,3.248077352E-3
1.373385356E2,7.828054368E-4
1.373593697E2,-2.006741241E-3
1.373802038E2,-5.058778916E-3
1.374010379E2,-7.739318069E-3
1.374218720E2,-9.729104117E-3
1.374427062E2,-1.122749224E-2
1.374635403E2,-1.257841289E-2
1.374843744E2,-1.379681006E-2
1.375052085E2,-1.478301734E-2
1.375260427E2,-1.543454826E-2
1.375468768E2,-1.547571737E-2
1.375677109E2,-1.495628711E-2
1.375885450E2,-1.416463032E-2
1.376093791E2,-1.316951774E-2
1.376302133E2,-1.188114658E-2
1.376510474E2,-1.029111072E-2
1.376718815E2,-8.557919413E-3
1.376927156E2,-6.648528855E-3
1.377135498E2,-4.452615511E-3
1.377343839E2,-2.169627929E-3
1.377552180E2,7.389986422E-6
1.377760521E2,2.225181554E-3
1.377968862E2,4.571195226E-3
1.378177204E2,6.615974940E-3
1.378385545E2,8.033571765E-3
1.378593886E2,9.131228551E-3
1.378802227E2,1.018738747E-2
1.379010569E2,1.100214198E-2
1.379218910E2,1.140621863E-2
1.379427251E2,1.162961591E-2
1.379635592E2,1.172401384E-2
1.379843933E2,1.136726700E-2
1.380052275E2,1.048453804E-2
1.380260616E2,9.257178754E-3
1.380468957E2,7.872538641E-3
1.380677298E2,6.514773704E-3
1.380885640E2,5.400184542E-3
1.381093981E2,4.592289217E-3
1.381302322E2,3.781505162E-3
1.381510663E2,2.680497477E-3
1.381719005E2,1.320188981E-3
1.381927346E2,-1.167925075E-5
1.382135687E2,-9.817912942E-4
1.382344028E2,-1.419726759E-3
1.382552369E2,-1.507955138E-3
1.382760711E2,-1.631287276E-3
1.382969052E2,-1.716451952E-3
1.383177393E2,-1.407673815E-3
1.383385734E2,-6.085382774E-4
1.383594076E2,5.389252910E-4
1.383802417E2,1.943945070E-3
1.384010758E2,3.565561958E-3
1.384219099E2,5.158054177E-3
1.384427440E2,6.731215399E-3
1.384635782E2,8.543080650E-3
1.384844123E2,1.043552347E-2
1.385052464E2,1.213092916E-2
1.385260805E2,1.374320034E-2
1.385469147E2,1.545592025E-2
1.385677488E2,1.696261391E-2
1.385885829E2,1.783153974E-2
1.386094170E2,1.829269528E-2
1.386302511E2,1.874638535E-2
1.386510853E2,1.880586147E-2
1.386719194E2,1.787848771E-2
1.386927535E2,1.623452827E-2
1.387135876E2,1.467217691E-2
1.387344218E2,1.337384898E-2
1.387552559E2,1.169961132E-2
1.387760900E2,9.370864369E-3
1.387969241E2,6.976736709E-3
1.388177582E2,4.964446649E-3
1.388385924E2,3.149014665E-3
1.388594265E2,1.158564817E-3
1.388802606E2,-1.118829125E-3
1.389010947E2,-3.388617886E-3
1.389219289E2,-5.280805286E-3
1.389427630E2,-6.779825315E-3
1.389635971E2,-8.158328943E-3
