"Time (ms)","Recording (a.u.)"
2.665517633E2,6.707481109E-3
2.665725974E2,4.293758422E-3
2.665934316E2,2.005325863E-3
2.666142657E2,-1.264417660E-4
2.666350998E2,-2.321372507E-3
2.666559339E2,-4.370209295E-3
2.666767681E2,-5.964453798E-3
2.666976022E2,-7.250281051E-3
2.667184363E2,-8.689936250E-3
2.667392704E2,-1.021337882E-2
2.667601045E2,-1.112228446E-2
2.667809387E2,-1.134155598E-2
2.668017728E2,-1.152895764E-2
2.668226069E2,-1.194071956E-2
2.668434410E2,-1.190473512E-2
2.668642752E2,-1.105473470E-2
2.668851093E2,-1.033045352E-2
2.669059434E2,-1.039820910E-2
2.669267775E2,-1.057527959E-2
2.669476117E2,-1.016138121E-2
2.669684458E2,-9.677129798E-3
2.669892799E2,-9.751375765E-3
2.670101140E2,-9.669523686E-3
2.670309481E2,-8.696395904E-3
2.670517823E2,-7.466184907E-3
2.670726164E2,-6.884980947E-3
2.670934505E2,-6.785755977E-3
2.671142846E2,-6.567255594E-3
2.671351188E2,-6.265948061E-3
2.671559529E2,-5.994534120E-3
2.671767870E2,-5.556788296E-3
2.671976211E2,-5.028730258E-3
2.672184552E2,-4.777232185E-3
2.672392894E2,-4.721919075E-3
2.672601235E2,-4.463531543E-3
2.672809576E2,-4.176580347E-3
2.673017917E2,-4.239582457E-3
2.673226259E2,-4.527358804E-3
2.673434600E2,-4.698502831E-3
2.673642941E2,-4.863262177E-3
2.673851282E2,-5.345935468E-3
2.674059623E2,-5.922086071E-3
2.674267965E2,-6.238239817E-3
2.674476306E2,-6.320787128E-3
2.674684647E2,-6.480734795E-3
2.674892988E2,-6.955602206E-3
2.675101330E2,-7.568028755E-3
2.675309671E2,-8.026923984E-3
2.675518012E2,-8.247053251E-3
2.675726353E2,-8.462624624E-3
2.675934694E2,-8.717389777E-3
2.676143036E2,-8.592627943E-3
2.676351377E2,-8.021363989E-3
2.676559718E2,-7.348509040E-3
2.676768059E2,-6.560293958E-3
2.676976401E2,-5.158964545E-3
2.677184742E2,-3.102854826E-3
2.677393083E2,-1.050830586E-3
2.677601424E2,7.356083370E-4
2.677809766E2,2.657146426E-3
2.678018107E2,4.811929073E-3
2.678226448E2,6.590179168E-3
2.678434789E2,7.839943282E-3
2.678643130E2,9.246002883E-3
2.678851472E2,1.105271280E-2
2.679059813E2,1.257446129E-2
2.679268154E2,1.329918858E-2
2.679476495E2,1.376129501E-2
2.679684837E2,1.429312862E-2
2.679893178E2,1.434626803E-2
2.680101519E2,1.368950680E-2
2.680309860E2,1.274534315E-2
2.680518201E2,1.166652236E-2
2.680726543E2,9.888106957E-3
2.680934884E2,7.446884178E-3
2.681143225E2,5.289943889E-3
2.681351566E2,3.614366055E-3
2.681559908E2,1.737023355E-3
2.681768249E2,-5.411468446E-4
2.681976590E2,-2.546748612E-3
2.682184931E2,-4.025748931E-3
2.682393272E2,-5.423585884E-3
2.682601614E2,-6.591763347E-3
2.682809955E2,-6.989766378E-3
2.683018296E2,-6.919282023E-3
2.683226637E2,-7.202230860E-3
2.683434979E2,-7.649932988E-3
2.683643320E2,-7.281034254E-3
2.683851661E2,-6.022504997E-3
2.684060002E2,-4.681309685E-3
2.684268343E2,-3.408920486E-3
2.684476685E2,-1.462975633E-3
2.684685026E2,1.365994802E-3
2.684893367E2,4.304033238E-3
2.685101708E2,6.646048743E-3
2.685310050E2,8.680823259E-3
2.685518391E2,1.120639220E-2
2.685726732E2,1.406288892E-2
2.685935073E2,1.622545160E-2
2.686143415E2,1.733348146E-2
2.686351756E2,1.821794361E-2
2.686560097E2,1.945934817E-2
2.686768438E2,2.037251368E-2
2.686976779E2,2.039184049E-2
2.687185121E2,2.001563460E-2
2.687393462E2,1.987456158E-2
2.687601803E2,1.969362795E-2
2.687810144E2,1.873230562E-2
2.688018486E2,1.705530286E-2
2.688226827E2,1.530250162E-2
2.688435168E2,1.372968219E-2
2.688643509E2,1.199104637E-2
2.688851850E2,9.678922594E-3
2.689060192E2,7.013227791E-3
2.689268533E2,4.615191836E-3
2.689476874E2,2.697726479E-3
2.689685215E2,8.330635028E-4
2.689893557E2,-1.251827111E-3
2.690101898E2,-3.245654283E-3
2.690310239E2,-4.859710112E-3
2.690518580E2,-6.206734572E-3
2.690726921E2,-7.541634142E-3
2.690935263E2,-8.933221921E-3
2.691143604E2,-1.019586716E-2
2.691351945E2,-1.092863176E-2
2.691560286E2,-1.102772355E-2
2.691768628E2,-1.113352180E-2
2.691976969E2,-1.173423324E-2
2.692185310E2,-1.218294259E-2
2.692393651E2,-1.165359467E-2
2.692601992E2,-1.073293574E-2
2.692810334E2,-1.055474952E-2
2.693018675E2,-1.077041309E-2
2.693227016E2,-1.027634740E-2
2.693435357E2,-9.301839396E-3
2.693643699E2,-8.970499970E-3
2.693852040E2,-9.195577353E-3
2.694060381E2,-8.864296600E-3
2.694268722E2,-7.888300344E-3
2.694477064E2,-7.253766991E-3
2.694685405E2,-7.387778722E-3
2.694893746E2,-7.504408248E-3
2.695102087E2,-6.832469255E-3
2.695310428E2,-5.935689434E-3
2.695518770E2,-5.712542217E-3
2.695727111E2,-6.001726724E-3
2.695935452E2,-6.096686237E-3
2.696143793E2,-5.987804849E-3
2.696352135E2,-6.292598788E-3
2.696560476E2,-6.937745027E-3
2.696768817E2,-7.328533567E-3
2.696977158E2,-7.503475994E-3
2.697185499E2,-7.840218022E-3
2.697393841E2,-8.263278753E-3
2.697602182E2,-8.406940848E-3
2.697810523E2,-8.378466591E-3
2.698018864E2,-8.554913104E-3
2.698227206E2,-8.829008788E-3
2.698435547E2,-8.944667876E-3
2.698643888E2,-9.175089188E-3
2.698852229E2,-9.734435938E-3
2.699060570E2,-1.015295461E-2
2.699268912E2,-1.018859074E-2
2.699477253E2,-1.020395849E-2
2.699685594E2,-1.028791443E-2
2.699893935E2,-9.836656041E-3
2.700102277E2,-8.582031354E-3
2.700310618E2,-7.267499343E-3
2.700518959E2,-6.184535567E-3
2.700727300E2,-4.673013464E-3
2.700935642E2,-2.459842945E-3
2.701143983E2,-2.369909198E-4
2.701352324E2,1.469742041E-3
2.701560665E2,3.253678791E-3
2.701769006E2,5.483790766E-3
2.701977348E2,7.461775560E-3
2.702185689E2,8.736244403E-3
2.702394030E2,9.920652024E-3
2.702602371E2,1.155441999E-2
2.702810713E2,1.288505830E-2
2.703019054E2,1.310321502E-2
2.703227395E2,1.283693127E-2
2.703435736E2,1.298869681E-2
2.703644077E2,1.310860738E-2
2.703852419E2,1.221740991E-2
2.704060760E2,1.057738252E-2
2.704269101E2,9.057027288E-3
2.704477442E2,7.379528135E-3
2.704685784E2,4.913575482E-3
2.704894125E2,2.212778898E-3
2.705102466E2,1.222628052E-4
2.705310807E2,-1.569323475E-3
2.705519148E2,-3.486143891E-3
2.705727490E2,-5.334210582E-3
2.705935831E2,-6.519131828E-3
2.706144172E2,-7.403644733E-3
2.706352513E2,-8.369977586E-3
2.706560855E2,-8.968187496E-3
2.706769196E2,-8.880676702E-3
2.706977537E2,-8.605343290E-3
2.707185878E2,-8.537407964E-3
2.707394219E2,-8.057644591E-3
2.707602561E2,-6.668562070E-3
2.707810902E2,-4.902025685E-3
2.708019243E2,-3.352642525E-3
2.708227584E2,-1.754859462E-3
2.708435926E2,4.756501876E-4
2.708644267E2,2.965124324E-3
2.708852608E2,4.908044823E-3
2.709060949E2,6.518241018E-3
2.709269291E2,8.618832566E-3
2.709477632E2,1.106780954E-2
2.709685973E2,1.268428378E-2
2.709894314E2,1.316353492E-2
2.710102655E2,1.364872977E-2
2.710310997E2,1.468706317E-2
2.710519338E2,1.526034903E-2
2.710727679E2,1.465136744E-2
2.710936020E2,1.378432103E-2
2.711144362E2,1.363724563E-2
2.711352703E2,1.346141100E-2
2.711561044E2,1.207516156E-2
2.711769385E2,9.921885096E-3
2.711977726E2,8.195518516E-3
2.712186068E2,6.955107674E-3
2.712394409E2,5.274921190E-3
2.712602750E2,2.987336367E-3
2.712811091E2,9.143715724E-4
2.713019433E2,-7.440187619E-4
2.713227774E2,-2.408820204E-3
2.713436115E2,-4.195877817E-3
2.713644456E2,-5.787125789E-3
2.713852797E2,-6.975780707E-3
2.714061139E2,-8.033571765E-3
2.714269480E2,-8.922310546E-3
2.714477821E2,-9.446562268E-3
2.714686162E2,-9.890987538E-3
2.714894504E2,-1.030875836E-2
2.715102845E2,-1.022702642E-2
2.715311186E2,-9.584348649E-3
2.715519527E2,-9.161958471E-3
2.715727868E2,-9.153464809E-3
2.715936210E2,-8.562155068E-3
2.716144551E2,-7.073440589E-3
2.716352892E2,-5.677591544E-3
2.716561233E2,-4.970734008E-3
2.716769575E2,-4.312681966E-3
2.716977916E2,-3.179753665E-3
2.717186257E2,-2.128313528E-3
2.717394598E2,-1.609127736E-3
2.717602940E2,-1.201965031E-3
2.717811281E2,-4.647047608E-4
2.718019622E2,3.929533414E-4
2.718227963E2,9.436702239E-4
2.718436304E2,1.231059548E-3
2.718644646E2,1.566818682E-3
2.718852987E2,2.052780706E-3
2.719061328E2,2.429037821E-3
2.719269669E2,2.315286081E-3
2.719478011E2,1.782432897E-3
2.719686352E2,1.277803909E-3
2.719894693E2,9.954811540E-4
2.720103034E2,7.261805586E-4
2.720311375E2,3.353716456E-4
2.720519717E2,-5.526433233E-5
2.720728058E2,-3.996917512E-4
2.720936399E2,-7.543989923E-4
2.721144740E2,-1.124371542E-3
2.721353082E2,-1.521186903E-3
2.721561423E2,-1.954762265E-3
2.721769764E2,-2.231830265E-3
2.721978105E2,-2.282144502E-3
2.722186446E2,-2.516525332E-3
2.722394788E2,-3.177292878E-3
2.722603129E2,-3.933432512E-3
2.722811470E2,-4.322441760E-3
2.723019811E2,-4.428581335E-3
2.723228153E2,-4.620596766E-3
2.723436494E2,-4.601311870E-3
2.723644835E2,-3.899866249E-3
2.723853176E2,-2.716358518E-3
2.724061517E2,-1.561459387E-3
2.724269859E2,-3.542511258E-4
2.724478200E2,1.492248266E-3
2.724686541E2,3.820227925E-3
2.724894882E2,5.744413473E-3
2.725103224E2,6.993921008E-3
2.725311565E2,8.255453780E-3
2.725519906E2,9.838942438E-3
2.725728247E2,1.102154702E-2
2.725936589E2,1.136900205E-2
2.726144930E2,1.148937922E-2
2.726353271E2,1.195503399E-2
2.726561612E2,1.226762123E-2
2.726769953E2,1.179841533E-2
2.726978295E2,1.099584065E-2
2.727186636E2,1.045981050E-2
2.727394977E2,9.771192446E-3
2.727603318E2,8.189892396E-3
2.727811660E2,6.012369879E-3
2.728020001E2,3.984930459E-3
2.728228342E2,1.884230413E-3
2.728436683E2,-7.927945117E-4
2.728645024E2,-3.677875269E-3
2.728853366E2,-5.959587637E-3
2.729061707E2,-7.613115944E-3
2.729270048E2,-9.278189391E-3
2.729478389E2,-1.100617275E-2
2.729686731E2,-1.227259263E-2
2.729895072E2,-1.282615867E-2
2.730103413E2,-1.297262218E-2
2.730311754E2,-1.292755269E-2
2.730520095E2,-1.264101267E-2
2.730728437E2,-1.209459361E-2
2.730936778E2,-1.118684560E-2
2.731145119E2,-9.975473396E-3
2.731353460E2,-8.673101664E-3
2.731561802E2,-7.461213507E-3
2.731770143E2,-6.197798066E-3
2.731978484E2,-4.390624352E-3
2.732186825E2,-2.050000476E-3
2.732395166E2,1.601007534E-4
2.732603508E2,1.801782288E-3
2.732811849E2,3.321778495E-3
2.733020190E2,5.267179105E-3
2.733228531E2,7.104853168E-3
2.733436873E2,7.934096269E-3
2.733645214E2,8.119409904E-3
2.733853555E2,8.785909973E-3
2.734061896E2,9.729545563E-3
2.734270238E2,9.842821397E-3
2.734478579E2,9.118571877E-3
2.734686920E2,8.635468781E-3
2.734895261E2,8.666361682E-3
2.735103602E2,8.118658327E-3
2.735311944E2,6.594983861E-3
2.735520285E2,4.920114763E-3
2.735728626E2,3.595306538E-3
2.735936967E2,2.208916005E-3
2.736145309E2,3.305374994E-4
2.736353650E2,-1.544368220E-3
2.736561991E2,-2.934016753E-3
2.736770332E2,-4.153065383E-3
2.736978673E2,-5.576750264E-3
2.737187015E2,-7.100577466E-3
2.737395356E2,-8.275032043E-3
2.737603697E2,-8.985823020E-3
2.737812038E2,-9.619221091E-3
2.738020380E2,-1.048385538E-2
2.738228721E2,-1.139588468E-2
2.738437062E2,-1.188664883E-2
2.738645403E2,-1.182079315E-2
2.738853744E2,-1.147955470E-2
2.739062086E2,-1.110397093E-2
2.739270427E2,-1.061684731E-2
2.739478768E2,-9.828042239E-3
2.739687109E2,-8.756816387E-3
2.739895451E2,-7.637982257E-3
2.740103792E2,-6.650854368E-3
2.740312133E2,-5.702028051E-3
2.740520474E2,-4.591088742E-3
2.740728815E2,-3.411481157E-3
2.740937157E2,-2.497511916E-3
2.741145498E2,-1.758138416E-3
2.741353839E2,-7.969305152E-4
2.741562180E2,3.627281403E-4
2.741770522E2,1.284133410E-3
2.741978863E2,1.717255800E-3
2.742187204E2,1.937840367E-3
2.742395545E2,2.125758678E-3
2.742603887E2,2.176070353E-3
2.742812228E2,2.065542387E-3
2.743020569E2,1.856018789E-3
2.743228910E2,1.601738157E-3
2.743437251E2,1.063826960E-3
2.743645593E2,1.327735372E-4
2.743853934E2,-8.774585440E-4
2.744062275E2,-1.711774385E-3
2.744270616E2,-2.482242882E-3
2.744478958E2,-3.536387812E-3
2.744687299E2,-4.662601277E-3
2.744895640E2,-5.391068757E-3
2.745103981E2,-5.814813077E-3
2.745312322E2,-6.286160089E-3
2.745520664E2,-6.918170024E-3
2.745729005E2,-7.436740678E-3
2.745937346E2,-7.840178907E-3
2.746145687E2,-8.342595771E-3
2.746354029E2,-8.811773732E-3
2.746562370E2,-9.068779647E-3
2.746770711E2,-9.024078026E-3
2.746979052E2,-8.651121520E-3
2.747187393E2,-7.795656100E-3
2.747395735E2,-6.391097791E-3
2.747604076E2,-4.756581970E-3
2.747812417E2,-2.989509841E-3
2.748020758E2,-9.053392569E-4
2.748229100E2,1.333419234E-3
2.748437441E2,3.278207965E-3
2.748645782E2,4.869488999E-3
2.748854123E2,6.502056960E-3
2.749062464E2,8.183589205E-3
2.749270806E2,9.353994392E-3
2.749479147E2,9.916237555E-3
2.749687488E2,1.051998138E-2
2.749895829E2,1.151490398E-2
2.750104171E2,1.232586801E-2
2.750312512E2,1.235124655E-2
2.750520853E2,1.201048866E-2
2.750729194E2,1.189407520E-2
2.750937536E2,1.159314346E-2
2.751145877E2,1.037228294E-2
2.751354218E2,8.449664339E-3
2.751562559E2,6.724081933E-3
2.751770900E2,5.309322849E-3
2.751979242E2,3.530964023E-3
2.752187583E2,1.352425665E-3
2.752395924E2,-4.842265625E-4
2.752604265E2,-1.724149915E-3
2.752812607E2,-2.806629520E-3
2.753020948E2,-3.879781347E-3
2.753229289E2,-4.642268643E-3
2.753437630E2,-5.002535880E-3
2.753645971E2,-5.243790802E-3
2.753854313E2,-5.330224521E-3
2.754062654E2,-4.882791080E-3
2.754270995E2,-3.972870298E-3
2.754479336E2,-2.975885291E-3
2.754687678E2,-1.968252473E-3
2.754896019E2,-7.484463276E-4
2.755104360E2,6.104012718E-4
2.755312701E2,1.852313173E-3
2.755521042E2,3.148003947E-3
2.755729384E2,4.798647016E-3
2.755937725E2,6.650674157E-3
2.756146066E2,8.139835671E-3
2.756354407E2,9.044465609E-3
2.756562749E2,9.845761582E-3
2.756771090E2,1.093728095E-2
2.756979431E2,1.197887771E-2
2.757187772E2,1.242044568E-2
2.757396113E2,1.247502584E-2
2.757604455E2,1.282589883E-2
2.757812796E2,1.335064601E-2
2.758021137E2,1.323057152E-2
2.758229478E2,1.241726708E-2
2.758437820E2,1.172105782E-2
2.758646161E2,1.137304679E-2
2.758854502E2,1.057719532E-2
2.759062843E2,8.858509362E-3
2.759271185E2,6.967226975E-3
2.759479526E2,5.568674766E-3
2.759687867E2,4.288259428E-3
2.759896208E2,2.623269334E-3
2.760104549E2,7.803410990E-4
2.760312891E2,-8.647786453E-4
2.760521232E2,-2.587542869E-3
2.760729573E2,-4.571652040E-3
2.760937914E2,-6.383975502E-3
2.761146256E2,-7.764004637E-3
2.761354597E2,-8.952688426E-3
2.761562938E2,-1.020816993E-2
2.761771279E2,-1.129017491E-2
2.761979620E2,-1.200768072E-2
2.762187962E2,-1.268706471E-2
2.762396303E2,-1.335384138E-2
2.762604644E2,-1.356999017E-2
2.762812985E2,-1.334376447E-2
2.763021327E2,-1.322854683E-2
2.763229668E2,-1.327873021E-2
2.763438009E2,-1.280914992E-2
2.763646350E2,-1.170691103E-2
2.763854691E2,-1.070917957E-2
2.764063033E2,-1.007624529E-2
2.764271374E2,-9.257024154E-3
2.764479715E2,-8.088827133E-3
2.764688056E2,-7.194845937E-3
2.764896398E2,-6.791301072E-3
2.765104739E2,-6.433443166E-3
2.765313080E2,-5.931534804E-3
2.765521421E2,-5.454369355E-3
2.765729762E2,-5.080526695E-3
2.765938104E2,-4.752094857E-3
2.766146445E2,-4.550066777E-3
2.766354786E2,-4.509165417E-3
2.766563127E2,-4.388375208E-3
2.766771469E2,-4.168831743E-3
2.766979810E2,-4.175418988E-3
2.767188151E2,-4.587990232E-3
2.767396492E2,-5.283314269E-3
2.767604834E2,-6.050529890E-3
2.767813175E2,-6.827868056E-3
2.768021516E2,-7.523063105E-3
2.768229857E2,-7.960036397E-3
2.768438198E2,-8.185460232E-3
2.768646540E2,-8.291262202E-3
2.768854881E2,-8.358752355E-3
2.769063222E2,-8.451873437E-3
2.769271563E2,-8.511438034E-3
2.769479905E2,-8.510190062E-3
2.769688246E2,-8.329497650E-3
2.769896587E2,-8.006649092E-3
2.770104928E2,-7.713467814E-3
2.770313269E2,-7.337083109E-3
2.770521611E2,-6.623750553E-3
2.770729952E2,-5.411176011E-3
2.770938293E2,-3.819682635E-3
2.771146634E2,-2.129991073E-3
2.771354976E2,-5.522449501E-4
2.771563317E2,9.749844903E-4
2.771771658E2,2.611547243E-3
2.771979999E2,4.301256035E-3
2.772188340E2,5.987019744E-3
2.772396682E2,7.600300014E-3
2.772605023E2,9.174375795E-3
2.772813364E2,1.068756916E-2
2.773021705E2,1.185287535E-2
2.773230047E2,1.260511763E-2
2.773438388E2,1.314937882E-2
2.773646729E2,1.379152946E-2
2.773855070E2,1.447775960E-2
2.774063411E2,1.458559744E-2
2.774271753E2,1.399510354E-2
2.774480094E2,1.328523364E-2
2.774688435E2,1.267685927E-2
2.774896776E2,1.189925335E-2
2.775105118E2,1.073798817E-2
2.775313459E2,9.406849742E-3
2.775521800E2,8.008011617E-3
2.775730141E2,6.121505052E-3
2.775938483E2,3.980503883E-3
2.776146824E2,2.319559688E-3
2.776355165E2,1.143239089E-3
2.776563506E2,6.554299034E-6
2.776771847E2,-1.109311357E-3
2.776980189E2,-1.708108350E-3
2.777188530E2,-1.809914014E-3
2.777396871E2,-1.831731061E-3
2.777605212E2,-1.652053092E-3
2.777813554E2,-9.857994737E-4
2.778021895E2,-7.636810187E-5
2.778230236E2,5.026994622E-4
2.778438577E2,8.736604359E-4
2.778646918E2,1.593247522E-3
2.778855260E2,2.665675944E-3
2.779063601E2,3.591974266E-3
2.779271942E2,4.179609474E-3
2.779480283E2,5.048645660E-3
2.779688625E2,6.384958513E-3
2.779896966E2,7.380470634E-3
2.780105307E2,7.591732778E-3
2.780313648E2,7.848603651E-3
2.780521989E2,9.013882838E-3
2.780730331E2,1.028820686E-2
2.780938672E2,1.058057323E-2
2.781147013E2,1.032363065E-2
2.781355354E2,1.043715607E-2
2.781563696E2,1.058829948E-2
2.781772037E2,9.939152747E-3
2.781980378E2,8.802987635E-3
2.782188719E2,7.865838706E-3
2.782397060E2,7.021363359E-3
2.782605402E2,5.804043263E-3
2.782813743E2,4.251016304E-3
2.783022084E2,2.715543378E-3
2.783230425E2,1.336079091E-3
2.783438767E2,9.954802226E-5
2.783647108E2,-1.196188387E-3
2.783855449E2,-2.661873121E-3
2.784063790E2,-4.216854461E-3
2.784272132E2,-5.631603766E-3
2.784480473E2,-6.619274616E-3
2.784688814E2,-7.343187928E-3
2.784897155E2,-8.051406592E-3
2.785105496E2,-8.622358553E-3
2.785313838E2,-8.851196617E-3
2.785522179E2,-8.833449334E-3
2.785730520E2,-8.996092714E-3
2.785938861E2,-9.500596672E-3
2.786147203E2,-9.783309884E-3
2.786355544E2,-9.277518839E-3
2.786563885E2,-8.514946327E-3
2.786772226E2,-8.315399289E-3
2.786980567E2,-8.246004581E-3
2.787188909E2,-7.337014191E-3
2.787397250E2,-5.863735452E-3
2.787605591E2,-4.975877237E-3
2.787813932E2,-4.738519434E-3
2.788022274E2,-4.171034787E-3
2.788230615E2,-3.190922318E-3
2.788438956E2,-2.764945151E-3
2.788647297E2,-3.129980527E-3
2.788855638E2,-3.366976511E-3
2.789063980E2,-2.860255539E-3
2.789272321E2,-2.155251103E-3
2.789480662E2,-1.957231900E-3
2.789689003E2,-2.187824808E-3
2.789897345E2,-2.326465212E-3
2.790105686E2,-2.125688363E-3
2.790314027E2,-1.923404634E-3
2.790522368E2,-2.090120455E-3
2.790730709E2,-2.516155597E-3
2.790939051E2,-2.904400695E-3
2.791147392E2,-3.233317984E-3
2.791355733E2,-3.716595471E-3
2.791564074E2,-4.348887131E-3
2.791772416E2,-4.735088907E-3
2.791980757E2,-4.592530895E-3
2.792189098E2,-4.180176184E-3
2.792397439E2,-3.912049346E-3
2.792605781E2,-3.838324919E-3
2.792814122E2,-3.636932466E-3
2.793022463E2,-3.113632789E-3
2.793230804E2,-2.519407775E-3
2.793439145E2,-2.082376275E-3
2.793647487E2,-1.698927255E-3
2.793855828E2,-1.169567695E-3
2.794064169E2,-4.597734660E-4
2.794272510E2,2.622636384E-4
2.794480852E2,9.466606425E-4
2.794689193E2,1.834689407E-3
2.794897534E2,3.009349108E-3
2.795105875E2,4.094535485E-3
2.795314216E2,4.763711710E-3
2.795522558E2,5.320763215E-3
2.795730899E2,6.353185046E-3
2.795939240E2,7.790273987E-3
2.796147581E2,9.053263813E-3
2.796355923E2,1.004443690E-2
2.796564264E2,1.103311963E-2
2.796772605E2,1.190226153E-2
2.796980946E2,1.228069887E-2
2.797189287E2,1.223347336E-2
2.797397629E2,1.219254918E-2
2.797605970E2,1.210500672E-2
2.797814311E2,1.151164994E-2
2.798022652E2,1.054086909E-2
2.798230994E2,9.721670300E-3
2.798439335E2,9.115984663E-3
2.798647676E2,8.341308683E-3
2.798856017E2,7.163870148E-3
2.799064358E2,5.771148950E-3
2.799272700E2,4.309243523E-3
2.799481041E2,2.747283550E-3
2.799689382E2,1.272407942E-3
2.799897723E2,1.485864632E-4
2.800106065E2,-5.426647840E-4
2.800314406E2,-8.999981801E-4
2.800522747E2,-1.166967675E-3
2.800731088E2,-1.467905939E-3
2.800939430E2,-1.671398291E-3
2.801147771E2,-1.614361652E-3
2.801356112E2,-1.153629739E-3
2.801564453E2,-3.517839650E-4
2.801772794E2,4.163582344E-4
2.801981136E2,9.759744280E-4
2.802189477E2,1.560673118E-3
2.802397818E2,2.459489275E-3
2.802606159E2,3.482557833E-3
2.802814501E2,4.081062041E-3
2.803022842E2,4.344972316E-3
2.803231183E2,4.902567714E-3
2.803439524E2,5.813857075E-3
2.803647865E2,6.477716379E-3
2.803856207E2,6.601256318E-3
2.804064548E2,6.836041808E-3
2.804272889E2,7.742800750E-3
2.804481230E2,8.561560884E-3
2.804689572E2,8.369540796E-3
2.804897913E2,7.596928626E-3
2.805106254E2,7.215118036E-3
2.805314595E2,7.193970494E-3
2.805522936E2,6.649013609E-3
2.805731278E2,5.487672053E-3
2.805939619E2,4.518596921E-3
2.806147960E2,3.883884288E-3
2.806356301E2,3.073695116E-3
2.806564643E2,1.932372223E-3
2.806772984E2,7.154062623E-4
2.806981325E2,-3.976243024E-4
2.807189666E2,-1.512890449E-3
2.807398008E2,-2.694879193E-3
2.807606349E2,-3.794952296E-3
2.807814690E2,-4.747228697E-3
2.808023031E2,-5.477154627E-3
2.808231372E2,-5.877082236E-3
2.808439714E2,-6.189023610E-3
2.808648055E2,-6.554662716E-3
2.808856396E2,-6.811115891E-3
2.809064737E2,-6.899706554E-3
2.809273079E2,-6.911699660E-3
2.809481420E2,-7.137930021E-3
2.809689761E2,-7.515925914E-3
2.809898102E2,-7.498896681E-3
2.810106443E2,-6.903619505E-3
2.810314785E2,-6.221151445E-3
2.810523126E2,-6.030493416E-3
2.810731467E2,-5.839659832E-3
2.810939808E2,-4.757594317E-3
2.811148150E2,-3.348105121E-3
2.811356491E2,-2.781176940E-3
2.811564832E2,-2.866098192E-3
2.811773173E2,-2.586510498E-3
2.811981514E2,-2.029283904E-3
2.812189856E2,-2.124872990E-3
2.812398197E2,-2.809088212E-3
2.812606538E2,-3.157601925E-3
2.812814879E2,-3.133547492E-3
2.813023221E2,-3.431370948E-3
2.813231562E2,-4.051329568E-3
2.813439903E2,-4.585289862E-3
2.813648244E2,-4.950524773E-3
2.813856585E2,-5.304341204E-3
2.814064927E2,-5.754726008E-3
2.814273268E2,-6.289107725E-3
2.814481609E2,-6.831351202E-3
2.814689950E2,-7.155090570E-3
2.814898292E2,-7.337711751E-3
2.815106633E2,-7.693580352E-3
2.815314974E2,-7.962433621E-3
2.815523315E2,-7.643440273E-3
2.815731657E2,-6.964213215E-3
2.815939998E2,-6.511139683E-3
2.816148339E2,-6.201115437E-3
2.816356680E2,-5.562338978E-3
2.816565021E2,-4.536930472E-3
2.816773363E2,-3.522059415E-3
2.816981704E2,-2.651176648E-3
2.817190045E2,-1.723613357E-3
2.817398386E2,-8.533315849E-4
2.817606728E2,-1.512325834E-4
2.817815069E2,4.943129607E-4
2.818023410E2,1.221343526E-3
2.818231751E2,2.079429105E-3
2.818440092E2,2.982070670E-3
2.818648434E2,3.886476159E-3
2.818856775E2,4.694328178E-3
2.819065116E2,5.420774221E-3
2.819273457E2,6.307919510E-3
2.819481799E2,7.449447177E-3
2.819690140E2,8.553473279E-3
2.819898481E2,9.284486994E-3
2.820106822E2,9.645486251E-3
2.820315163E2,9.834870696E-3
2.820523505E2,1.000905409E-2
2.820731846E2,9.903929196E-3
2.820940187E2,9.347416461E-3
2.821148528E2,8.799361065E-3
2.821356870E2,8.511727676E-3
2.821565211E2,8.192550391E-3
2.821773552E2,7.399002556E-3
2.821981893E2,6.226454396E-3
2.822190234E2,5.321930163E-3
2.822398576E2,4.745310638E-3
2.822606917E2,4.030147567E-3
2.822815258E2,3.025840968E-3
2.823023599E2,1.943187905E-3
2.823231941E2,1.072521205E-3
2.823440282E2,5.314482260E-4
2.823648623E2,2.807670680E-4
2.823856964E2,2.952860668E-4
2.824065306E2,4.325779737E-4
2.824273647E2,5.396121414E-4
2.824481988E2,7.151946193E-4
2.824690329E2,9.698729264E-4
2.824898670E2,1.292535802E-3
2.825107012E2,1.796395052E-3
2.825315353E2,2.408606932E-3
2.825523694E2,2.889287192E-3
2.825732035E2,3.106589196E-3
2.825940377E2,3.345846664E-3
2.826148718E2,3.815873992E-3
2.826357059E2,4.187439568E-3
2.826565400E2,4.183062352E-3
2.826773741E2,4.152710550E-3
2.826982083E2,4.615019541E-3
2.827190424E2,5.288178101E-3
2.827398765E2,5.527546629E-3
2.827607106E2,5.283978768E-3
2.827815448E2,5.225915462E-3
2.828023789E2,5.663631484E-3
2.828232130E2,5.673533306E-3
2.828440471E2,4.782885313E-3
2.828648812E2,3.928754479E-3
2.828857154E2,3.917742055E-3
2.829065495E2,4.022977315E-3
2.829273836E2,3.040054813E-3
2.829482177E2,1.494169701E-3
2.829690519E2,6.138251047E-4
2.829898860E2,1.926295954E-4
2.830107201E2,-6.867620978E-4
2.830315542E2,-1.929119811E-3
2.830523883E2,-2.880149288E-3
2.830732225E2,-3.611870343E-3
2.830940566E2,-4.424497019E-3
2.831148907E2,-5.163387861E-3
